mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.006141503651936849,0.0008444207244805616,0.0013358592987060547,0.0004678410448678355,{},0.6363636363636364,0.8,0.8,0.7454545454545455,0.07713892158398702,1
